ID,SEX,AGE,AREAdis,MARRIED,CHILD,Undesirable,ConservatibeBuying,FoodLiteracy01,FoodLiteracy02,FoodLiteracy03,FoodLiteracy04,FoodLiteracy05,FoodLiteracy06,FoodLiteracy07,FoodLiteracy08,FoodLiteracy09,Quiz01,Quiz02,Quiz03,Quiz04,Quiz05,Quiz06
659,1,34,0,1,1,6,6,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5
660,1,27,67.7,1,1,6,4,2,4,4,2,2,2,2,2,2,2,2,5,2,5,5
661,2,55,342.1,2,2,5,2,4,3,2,2,4,2,2,5,4,1,1,2,5,5,5
662,2,29,342.1,2,2,5,2,5,4,4,4,2,2,2,5,2,3,1,2,2,3,4
663,2,51,594.8,1,2,4,3,5,3,1,4,5,3,5,2,2,5,5,5,1,5,2
664,1,25,537.8,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
665,2,43,220.8,2,2,4,3,4,3,3,4,4,4,4,4,4,5,1,2,5,2,5
666,1,50,559.7,1,1,6,1,2,5,2,1,1,1,1,1,2,1,4,3,1,2,1
667,1,22,195.9,1,1,6,6,2,2,4,3,3,3,3,4,3,3,1,3,2,3,2
668,1,30,594.8,1,1,6,4,4,4,4,4,3,4,4,3,4,1,1,1,5,5,5
669,2,47,224.9,2,2,5,3,4,3,4,4,3,3,3,3,3,3,1,4,2,2,1
670,2,53,238.9,2,1,2,4,3,3,4,2,3,3,4,3,2,1,1,3,2,4,1
671,1,29,55.2,2,1,4,3,4,4,4,5,3,4,5,4,3,3,1,3,2,3,1
672,1,38,55.2,2,2,5,3,2,1,1,1,1,1,1,1,1,1,5,2,2,5,5
673,1,28,0,1,2,3,3,3,3,2,4,3,3,3,3,2,3,1,4,2,3,1
674,2,37,427.9,2,2,5,4,2,3,2,3,3,3,2,2,2,4,5,5,5,5,5
675,1,38,67.7,2,1,5,5,4,3,3,3,3,3,3,3,3,3,2,2,1,4,1
676,1,38,559.7,2,2,6,6,5,5,1,5,3,3,2,4,3,3,4,3,1,4,2
677,1,32,427.9,2,2,3,3,3,4,3,3,1,2,2,3,2,5,5,4,2,4,1
678,1,21,819.8,1,1,2,3,2,3,3,2,2,3,3,3,2,1,1,1,2,4,4
679,2,49,238.9,2,2,6,4,1,5,3,5,4,3,4,5,1,4,1,1,2,3,1
680,1,30,265.9,1,1,1,2,1,2,2,1,2,1,2,2,2,2,3,2,2,3,2
681,2,37,902.2,1,1,5,2,4,2,3,4,4,4,3,5,2,1,1,3,1,5,1
682,2,30,559.7,2,2,3,4,4,3,3,4,3,2,3,2,2,5,1,5,2,5,1
683,1,32,156.3,2,2,3,3,2,4,2,3,2,3,3,3,2,4,4,3,2,3,1
684,1,31,67.7,1,1,5,4,3,3,3,4,3,3,3,3,3,5,1,3,2,3,2
685,1,36,195.9,2,1,5,2,3,3,3,2,2,2,2,3,2,1,2,1,1,5,1
686,1,47,559.7,2,2,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
687,2,54,67.7,2,2,6,2,5,4,4,5,5,5,5,5,5,4,5,5,2,5,5
688,2,27,946,1,1,4,4,4,4,3,3,4,3,4,5,2,3,5,3,2,3,5
689,2,23,811.3,1,1,6,4,1,5,1,1,1,1,1,4,1,1,2,3,2,5,3
690,2,50,141.3,2,2,6,6,5,5,5,5,5,5,5,5,5,1,1,3,1,5,1
691,2,45,265.9,2,2,6,6,1,5,1,1,2,2,3,3,4,4,5,3,3,5,5
692,1,27,819.8,1,1,5,6,2,2,4,5,1,2,2,2,1,5,5,3,1,3,2
693,2,30,265.9,2,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,3
694,2,22,0,1,1,6,5,3,4,4,3,2,4,2,4,4,5,5,2,2,5,1
695,2,33,141.3,2,2,4,1,3,3,2,5,5,3,3,5,3,5,1,3,2,3,1
696,2,43,342.1,1,2,4,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,5
697,2,32,128.3,1,1,6,1,5,5,5,5,5,1,5,5,5,3,2,2,2,2,2
698,2,35,594.8,2,2,5,2,3,3,3,2,4,4,4,5,4,3,1,3,1,5,2
699,1,47,610.2,1,1,2,2,5,4,4,4,5,4,4,4,4,3,2,1,2,4,1
700,1,32,946,2,2,6,3,5,3,3,3,5,3,3,5,1,3,1,2,2,4,2
701,1,34,559.7,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1
702,1,28,238.9,1,1,4,2,4,4,3,3,3,3,3,3,4,1,5,1,1,5,5
703,1,22,195.9,1,1,3,5,3,2,3,3,3,2,4,3,3,1,1,2,3,3,1
704,2,56,67.7,2,2,5,6,5,5,4,5,3,3,4,5,5,5,1,2,1,3,1
705,2,58,1048.2,1,2,4,2,3,3,3,3,4,4,4,4,4,5,1,5,2,3,2
706,2,54,342.1,2,2,6,6,2,5,1,5,2,1,1,5,5,3,1,2,1,3,1
707,2,25,0,2,2,5,3,4,4,4,4,4,4,4,4,4,1,2,1,1,5,1
708,1,41,0,1,1,5,1,5,5,3,4,2,2,3,2,1,3,5,2,2,3,2
709,2,36,537.8,2,2,6,3,4,4,2,4,4,4,4,5,5,3,5,4,1,5,1
710,2,46,67.7,1,2,4,5,1,3,2,1,1,1,1,4,1,3,3,2,1,5,1
711,1,29,691.3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,4,1,2,2,1
712,1,45,141.3,1,1,5,5,2,5,2,4,2,2,2,5,1,3,5,4,1,3,1
713,2,54,1018.5,2,2,4,4,3,2,4,4,2,2,2,5,4,5,5,3,1,3,1
714,1,43,238.9,1,1,4,1,5,4,5,3,5,5,5,5,3,5,1,1,2,4,5
715,2,33,594.8,2,2,6,4,1,4,1,1,1,1,1,4,1,1,1,3,2,3,1
716,1,38,594.8,1,2,3,2,4,4,1,1,1,1,1,4,1,5,5,2,5,4,4
717,2,31,512.9,2,2,5,4,3,4,1,5,5,2,4,5,5,4,5,5,5,5,5
718,2,37,0,1,1,3,4,4,3,3,3,4,4,3,3,3,5,5,5,5,5,5
719,1,27,342.1,1,1,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,2
720,1,34,1756.4,2,2,5,1,4,4,2,4,2,4,4,5,2,1,4,2,2,3,2
721,2,43,67.7,2,2,5,2,4,4,3,3,3,3,3,4,3,5,5,5,5,5,5
722,2,32,594.8,2,2,4,3,3,2,2,3,3,2,3,2,3,5,5,5,2,5,4
723,2,24,195.9,2,2,5,1,4,4,4,4,1,4,4,5,1,3,1,2,2,5,1
724,1,24,0,1,1,6,3,4,4,3,3,5,4,4,5,4,1,1,2,2,4,1
725,1,28,364.5,1,1,3,3,2,2,2,2,1,3,3,3,3,5,5,2,5,4,5
726,2,34,0,1,1,6,4,3,5,5,3,2,4,5,4,2,3,1,2,1,4,2
727,1,26,1137.6,1,1,2,3,2,3,2,2,2,3,2,2,2,4,1,4,4,1,4
728,2,50,583.8,2,2,6,6,4,2,2,4,4,4,3,5,3,5,2,2,2,5,5
729,2,27,427.9,2,2,6,3,3,2,3,3,1,2,2,3,3,3,5,1,1,2,4
730,1,25,427.9,1,1,5,2,4,4,2,2,2,2,2,4,4,3,1,1,2,4,2
731,2,51,156.3,2,1,5,5,4,4,5,5,5,5,5,5,1,2,1,1,5,5,5
732,2,51,0,2,2,5,2,5,3,4,4,4,4,4,5,4,1,1,3,5,2,1
733,2,32,594.8,2,2,6,6,1,5,1,1,1,1,1,1,1,1,5,3,1,5,5
734,1,25,342.1,2,1,1,2,1,3,3,2,2,3,2,3,3,3,3,3,3,4,3
735,2,32,195.9,2,1,3,2,4,4,3,4,5,5,5,5,5,1,5,4,2,5,1
736,1,28,222.4,2,2,3,3,4,3,4,4,3,4,4,4,3,2,3,3,1,1,4
737,1,21,0,1,1,2,3,2,2,3,2,3,2,3,3,2,5,5,5,5,5,5
738,1,33,1137.6,2,2,4,2,1,1,1,4,1,1,1,5,3,1,2,1,2,1,1
739,2,39,819.8,1,1,4,4,3,2,3,3,4,3,3,4,4,1,2,4,2,3,2
740,2,34,141.3,2,2,6,6,2,3,2,4,5,3,4,5,5,1,5,3,1,3,2
741,1,29,691.3,2,2,6,1,4,5,5,5,5,5,5,5,5,2,2,1,2,3,1
742,2,25,220.8,1,1,4,4,1,5,1,1,2,2,2,5,2,2,4,3,2,3,5
743,1,31,222.4,2,2,3,4,2,4,4,3,4,3,3,3,3,1,1,1,2,5,1
744,1,22,67.7,1,1,3,3,3,3,3,3,3,3,2,3,3,2,1,4,2,1,1
745,1,36,364.5,1,1,6,6,5,5,5,3,4,3,4,3,3,5,5,5,2,5,5
746,2,37,559.7,2,2,6,5,4,3,4,4,4,5,5,5,3,5,5,2,2,5,3
747,1,44,220.8,2,2,5,3,4,4,2,3,3,2,2,5,3,5,5,5,5,5,5
748,1,38,128.3,2,2,6,2,4,1,4,5,4,4,5,5,5,1,1,1,2,3,2
749,1,27,240,2,2,4,2,4,2,2,2,4,3,2,2,2,5,5,5,5,5,5
750,1,29,238.9,2,2,3,2,3,2,3,4,3,4,3,2,3,2,5,5,5,5,5
751,2,41,811.3,2,2,4,2,2,1,3,4,2,2,3,5,3,5,1,2,2,4,3
752,1,21,1018.5,1,1,4,4,3,3,3,3,3,3,3,3,3,4,4,5,5,3,4
753,1,51,427.9,2,2,6,2,4,5,3,5,4,3,3,5,2,1,1,4,2,4,1
754,1,45,1018.5,2,2,4,3,5,4,4,3,3,5,5,4,3,4,1,1,1,2,4
755,2,20,427.9,1,1,3,3,3,3,3,3,3,2,3,2,2,5,5,5,5,5,5
756,2,24,1018.5,2,1,3,4,2,3,4,3,3,2,3,4,3,1,2,2,2,1,1
757,2,31,427.9,2,2,5,2,3,3,2,2,2,2,2,4,2,5,5,2,2,5,5
758,1,43,240,1,1,4,3,2,2,2,4,2,2,2,2,2,3,2,4,1,3,2
759,2,29,156.3,2,2,3,4,2,3,3,3,3,4,4,2,3,4,5,5,4,4,4
760,1,31,342.1,1,1,4,3,4,3,2,2,1,2,2,4,2,4,5,5,5,5,5
761,1,27,811.3,1,1,6,6,2,2,2,2,3,4,3,3,3,2,2,4,4,4,4
762,2,40,128.3,2,2,5,2,3,4,2,4,2,2,2,5,4,1,5,3,5,5,5
763,1,34,55.2,2,1,6,5,4,4,4,3,1,2,4,3,1,1,1,2,2,3,2
764,1,26,594.8,1,1,6,4,4,2,3,4,2,3,4,4,4,2,1,4,2,4,1
765,1,35,67.7,2,1,6,1,5,5,3,5,2,2,2,3,2,1,1,2,1,2,1
766,2,26,1018.5,2,2,6,1,5,5,5,1,1,2,4,4,4,5,5,1,5,5,5
767,2,26,67.7,1,1,6,6,4,3,4,4,4,4,5,5,3,5,5,5,5,5,5
768,2,28,238.9,2,2,5,3,3,4,3,4,3,2,3,4,4,3,1,3,2,4,5
769,2,29,594.8,2,2,4,4,5,5,5,5,2,2,2,5,2,3,1,4,2,3,1
770,1,20,238.9,2,2,4,4,3,3,4,3,4,4,4,3,3,5,4,5,2,3,2
771,2,22,265.9,1,1,2,2,5,5,5,4,5,5,4,4,4,1,1,1,1,2,1
772,1,59,559.7,2,2,4,3,4,3,3,4,4,4,4,5,4,3,1,2,3,5,1
773,2,37,67.7,2,2,4,1,5,5,4,4,5,5,5,5,4,3,1,4,1,4,1
774,1,22,594.8,1,1,5,3,3,3,3,4,4,4,2,3,3,3,5,2,2,3,1
775,1,36,0,1,2,6,5,4,4,3,3,3,3,4,3,3,1,5,2,2,3,3
776,2,24,238.9,2,2,5,4,3,3,4,4,4,3,3,3,3,1,5,5,2,5,3
777,1,40,594.8,1,1,3,2,3,5,1,3,3,3,3,2,2,3,3,2,2,4,1
778,2,38,67.7,2,2,4,3,4,5,2,2,2,2,4,5,5,1,4,4,5,3,2
779,1,58,224.9,1,1,5,5,2,5,2,2,2,2,2,2,2,5,1,3,5,4,1
780,2,26,67.7,1,1,5,3,4,4,4,4,3,3,2,5,2,1,1,2,1,5,1
781,2,29,195.9,2,2,6,3,3,3,2,3,4,3,5,5,4,1,1,3,2,5,1
782,2,27,679.9,2,1,4,4,2,2,2,4,4,2,2,4,4,3,1,3,2,3,1
783,1,23,0,1,1,5,4,4,4,4,3,4,4,3,3,3,1,1,2,2,2,1
784,1,36,0,1,1,6,5,4,4,2,4,2,2,2,5,2,3,5,2,2,4,2
785,1,22,594.8,1,1,6,6,4,5,4,1,4,2,4,5,5,1,5,4,2,3,1
786,2,34,156.3,2,2,4,3,3,4,2,4,3,3,3,4,3,3,5,3,5,5,4
787,1,43,360.1,2,2,6,2,5,4,2,4,2,4,4,2,4,1,1,2,5,2,1
788,2,28,342.1,1,1,6,6,3,4,3,3,2,2,3,4,3,5,4,3,2,3,1
789,2,44,141.3,2,2,6,5,4,3,3,2,3,3,3,5,5,1,1,1,1,3,1
790,1,31,902.2,1,1,5,3,4,3,2,3,3,3,3,3,3,5,1,1,2,5,1
791,1,35,559.7,1,1,6,2,4,4,2,1,2,1,1,5,2,3,1,2,2,3,1
792,1,26,0,1,1,6,4,5,4,2,5,3,3,3,2,2,1,1,1,1,3,3
793,2,23,67.7,2,2,6,4,4,2,3,5,1,1,4,2,1,1,1,3,1,5,5
794,2,39,220.8,2,1,6,6,5,3,3,5,5,3,3,4,3,4,4,2,2,3,1
795,2,20,946,1,1,4,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5
796,2,31,594.8,2,2,6,1,5,2,4,5,1,3,3,5,5,1,5,4,2,5,1
797,2,29,1137.6,1,1,4,3,3,3,2,3,3,3,3,2,3,1,5,3,5,5,5
798,2,38,240,2,2,6,6,4,3,2,2,1,2,2,4,3,5,5,3,2,4,1
799,2,56,559.7,2,1,4,3,4,3,3,4,3,3,3,3,3,1,1,4,2,5,1
800,2,26,583.8,1,1,5,5,4,5,2,4,2,2,2,2,2,1,3,2,1,3,2
801,2,27,594.8,1,1,5,2,4,4,2,3,2,2,2,4,2,1,5,2,5,5,5
802,1,33,1018.5,2,2,4,4,3,3,3,3,3,3,3,3,3,4,5,3,2,3,1
803,1,30,67.7,2,1,6,1,5,5,3,4,5,3,4,4,4,4,5,3,2,2,1
804,1,54,0,2,2,6,4,1,3,3,3,3,3,3,5,3,1,4,4,2,3,2
805,2,25,610.2,1,1,4,3,2,2,3,2,2,2,2,4,5,1,1,1,1,3,2
806,2,40,594.8,1,1,2,2,4,3,3,2,3,3,3,4,4,3,3,2,1,4,5
807,2,26,55.2,1,1,6,6,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1
808,1,29,594.8,1,1,6,1,5,5,4,3,5,5,5,5,5,1,1,4,2,3,1
809,2,23,67.7,1,1,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5
810,2,26,195.9,2,1,4,5,3,3,5,4,3,3,3,1,2,3,5,3,5,5,3
811,2,33,360.1,2,2,2,1,5,2,5,5,5,4,4,5,5,3,5,2,2,4,2
812,1,37,342.1,2,2,6,5,2,4,2,4,1,1,1,4,1,3,4,3,2,3,1
813,1,49,594.8,1,1,4,4,4,3,2,2,4,2,2,4,4,5,1,3,2,3,1
814,1,48,0,2,1,2,4,3,3,2,3,4,4,4,3,1,1,1,4,2,2,2
815,2,24,0,1,1,6,4,4,2,2,4,2,2,2,2,2,1,1,2,2,1,2
816,1,20,583.8,1,1,4,3,4,3,3,4,3,3,3,4,4,3,5,1,2,3,1
817,1,36,195.9,1,1,1,2,3,4,3,4,3,3,3,4,4,5,5,1,1,3,1
818,2,23,220.8,1,1,6,4,3,1,1,2,1,1,1,3,1,1,1,3,5,3,4
819,2,24,265.9,1,1,6,4,4,5,2,3,2,2,2,2,2,3,1,2,2,2,1
820,1,35,224.9,1,1,5,3,4,3,3,4,3,3,4,2,2,3,2,4,1,4,1
821,1,30,195.9,2,2,5,4,4,3,2,1,1,1,1,3,2,1,2,1,5,2,3
822,2,23,594.8,1,1,5,3,3,2,3,4,2,4,3,3,4,5,1,2,5,5,1
823,2,26,519.9,1,2,4,5,4,3,3,2,2,2,2,3,4,5,5,3,2,5,5
824,1,48,141.3,2,2,6,1,5,5,5,5,5,5,5,5,5,1,3,1,2,3,1
825,2,31,594.8,2,2,6,1,3,3,3,3,3,3,3,3,4,4,5,2,5,5,1
826,1,29,1137.6,1,1,6,6,1,5,1,2,1,1,1,1,1,3,5,2,2,3,5
827,2,22,360.1,1,1,5,4,3,5,2,4,4,4,4,4,4,3,1,2,2,4,2
828,2,20,427.9,1,1,6,1,4,2,4,2,4,5,5,4,4,2,3,2,2,4,1
829,2,45,156.3,2,2,5,4,4,3,2,4,4,3,4,4,3,2,5,3,2,3,1
830,1,27,156.3,2,2,4,4,4,4,4,3,5,3,3,4,4,1,5,4,2,3,1
831,2,51,195.9,2,2,5,2,4,4,5,4,3,4,4,3,4,5,1,1,2,1,3
832,1,27,55.2,1,1,6,5,4,5,2,2,1,1,1,4,1,3,1,2,2,3,1
833,2,29,0,2,1,5,1,5,2,3,5,5,4,3,5,3,5,5,1,2,4,5
834,2,24,559.7,1,1,4,3,4,4,3,4,3,3,3,2,2,1,1,2,1,5,5
835,1,33,265.9,2,2,6,2,4,4,2,4,2,2,4,4,2,4,4,3,2,3,2
836,1,25,1018.5,1,1,4,4,3,3,3,2,3,2,4,3,4,2,1,4,5,5,5
837,1,56,0,2,2,6,4,5,5,5,3,3,3,3,3,3,3,1,3,1,3,3
838,2,20,67.7,1,1,6,2,5,5,5,5,4,4,5,4,4,1,1,2,5,3,1
839,1,29,1018.5,1,1,6,3,3,3,3,3,3,3,3,3,2,1,5,1,2,4,5
840,1,33,594.8,2,2,4,4,4,3,3,3,4,4,4,4,5,5,5,2,1,4,1
841,1,36,55.2,2,2,4,5,3,4,2,2,2,2,2,4,2,3,3,3,2,3,1
842,1,22,55.2,1,1,5,4,3,5,2,4,4,3,4,5,2,3,1,2,2,3,2
843,2,50,238.9,2,2,4,4,3,2,3,4,3,3,4,3,3,2,3,2,5,5,5
844,2,35,0,2,2,5,3,4,3,4,4,4,3,5,5,3,1,5,2,2,5,1
845,2,28,0,2,1,2,1,5,5,4,5,5,5,5,5,5,1,5,4,2,1,5
846,2,21,195.9,1,1,6,4,4,4,3,4,2,1,2,1,2,2,3,2,2,3,5
847,1,25,67.7,1,1,5,5,4,5,3,3,3,3,3,4,4,5,5,2,2,3,2
848,2,27,224.9,1,1,6,4,4,4,2,5,2,2,2,2,2,2,1,3,2,2,1
849,1,27,583.8,2,2,6,1,5,3,3,4,4,3,4,4,3,3,4,3,2,2,3
850,1,23,691.3,1,1,4,3,3,4,2,3,3,3,2,3,3,1,5,5,5,5,1
851,2,32,559.7,2,2,5,4,1,1,1,4,4,1,1,5,4,3,5,2,1,5,1
852,1,44,195.9,2,1,6,6,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1
853,1,24,67.7,1,1,5,4,2,4,2,2,2,2,2,2,2,3,5,4,1,1,1
854,2,31,342.1,2,2,6,2,5,2,5,5,2,2,4,5,3,1,5,2,2,2,2
855,2,39,1018.5,1,1,6,5,4,4,2,3,2,3,3,5,5,3,1,3,2,5,2
856,2,55,594.8,1,1,6,3,2,4,1,3,3,2,2,5,5,5,2,2,5,4,1
857,1,30,594.8,1,1,3,3,3,3,3,3,3,2,3,3,3,1,2,3,1,3,4
858,2,33,55.2,2,2,4,2,3,2,4,4,4,3,4,4,3,1,2,1,1,5,1
859,1,44,238.9,1,1,3,3,4,4,3,3,3,4,2,4,3,3,1,2,5,3,1
860,1,20,238.9,1,1,4,4,4,2,4,5,3,2,1,4,1,3,2,2,2,3,1
861,2,26,156.3,2,2,6,6,5,5,5,5,5,5,5,5,5,2,1,2,2,2,5
862,2,26,594.8,1,1,6,4,2,2,2,2,2,2,2,2,2,5,1,3,1,5,1
863,2,23,811.3,1,1,6,6,4,4,1,1,1,1,4,2,2,5,5,2,2,2,3
864,1,31,594.8,1,1,6,5,5,5,4,5,2,2,5,5,1,2,1,4,2,3,1
865,1,46,0,2,2,6,6,3,3,3,1,1,1,1,5,1,3,4,3,1,3,1
866,1,21,67.7,1,1,5,4,4,5,3,5,5,3,2,4,4,1,1,2,2,3,1
867,2,20,427.9,1,1,4,5,2,3,2,2,2,2,2,2,2,3,4,2,2,3,1
868,1,23,236.8,1,1,5,1,4,5,4,2,1,4,3,5,5,3,1,2,2,5,5
869,1,29,1018.5,1,1,5,4,4,4,4,4,2,2,1,2,1,3,3,3,2,3,1
870,2,32,55.2,2,2,6,6,3,3,3,4,1,2,2,2,1,5,5,5,5,5,3
871,1,27,342.1,1,1,6,5,1,5,1,3,1,1,1,4,1,4,4,3,2,3,1
872,2,38,238.9,1,2,5,5,2,1,4,4,2,1,1,2,1,1,3,2,2,4,1
873,2,23,55.2,1,1,4,4,4,4,2,4,2,2,2,2,2,3,4,3,3,4,5
874,2,53,671.7,2,2,5,4,5,5,4,5,5,4,4,5,5,1,1,2,2,3,1
875,1,46,811.3,2,2,5,3,4,2,1,4,3,3,2,5,4,3,1,5,1,3,1
876,1,25,811.3,1,1,5,4,2,3,1,3,1,2,1,2,3,5,5,2,2,1,5
877,2,28,594.8,2,2,5,5,3,2,2,4,2,2,4,4,4,2,1,2,1,1,1
878,2,22,240,1,1,5,2,3,5,2,3,2,4,4,3,2,1,5,5,2,5,5
879,2,28,0,2,2,6,2,4,3,2,1,2,2,1,5,2,3,1,2,2,1,2
880,2,29,1137.6,2,2,6,4,4,3,3,4,4,2,3,5,3,5,5,2,5,5,5